region,year,manufacturer,model,fuel,odometer,title_status,transmission,state,lat,long,price_category
tucson,2015.0,hyundai,accent gls,gas,53269.0,clean,automatic,az,32.267941,-110.977848,medium
baton rouge,2001.0,honda,accord,gas,164748.0,clean,manual,la,30.487542,-90.509137,low
san diego,2017.0,ford,f250 super duty,diesel,25182.0,clean,automatic,ca,32.7607,-117.0721,high
"st louis, MO",2011.0,chevrolet,cruze,gas,103000.0,clean,automatic,il,38.5476,-90.3241,low
brunswick,2016.0,chevrolet,silverado 1500 regular,gas,41568.0,clean,other,ga,31.15,-81.48,high
south jersey,2017.0,volkswagen,jetta,gas,51787.0,clean,automatic,nj,39.829891,-75.125281,medium
sacramento,2018.0,toyota,camry hybrid le sedan,hybrid,21343.0,,automatic,ca,38.509845,-121.386681,medium
springfield,2011.0,cadillac,cts 3.0l,gas,122165.0,clean,automatic,il,39.7622,-89.6275,low
eugene,2013.0,ford,super duty f-350 srw,gas,134888.0,clean,automatic,or,47.81247,-122.32164,high
springfield,2012.0,jeep,wrangler unlimited sahara,gas,64505.0,clean,automatic,il,39.7622,-89.6275,high
lima / findlay,2006.0,chevrolet,hhr,gas,186200.0,clean,automatic,oh,41.522811,-83.537575,low
colorado springs,1971.0,gmc,,gas,82000.0,clean,automatic,co,38.8377,-104.837,low
statesboro,2017.0,toyota,camry le sedan 4d,gas,30223.0,clean,other,ga,32.44,-81.77,medium
pittsburgh,1968.0,pontiac,firebird,gas,62000.0,clean,manual,pa,40.0418,-79.4151,medium
central NJ,2003.0,volkswagen,golf gl,gas,97000.0,clean,manual,nj,40.6501,-74.1871,low
greenville / upstate,2013.0,chevrolet,malibu lt,gas,131000.0,clean,automatic,sc,34.831473,-82.48955,low
winchester,2018.0,honda,civic,gas,32132.0,clean,automatic,va,38.762945,-77.460595,medium
albany,2005.0,jeep,wrangler,gas,198000.0,clean,manual,ny,42.9993,-74.101,medium
bozeman,2019.0,toyota,prius,gas,38123.0,clean,automatic,mt,47.696062,-116.781406,high
fayetteville,2011.0,ford,f-150 lariat,gas,1.0,clean,automatic,nc,36.12256,-80.070741,high
chicago,2005.0,ford,f-150 lariat,gas,136392.0,clean,automatic,il,41.52423,-88.098659,medium
yakima,2014.0,ford,super duty f-350 srw laria,diesel,229340.0,clean,automatic,wa,47.81247,-122.32164,high
las vegas,2007.0,jeep,grand cherokee,gas,147939.0,clean,automatic,nv,36.1721,-115.1224,low
eastern shore,2016.0,chevrolet,silverado 1500 double,other,6910.0,clean,other,md,38.33,-75.08,high
boulder,2008.0,toyota,tundra,gas,179100.0,clean,automatic,co,40.0172,-105.2851,medium
york,2008.0,nissan,sentra,gas,111000.0,clean,manual,pa,39.959232,-76.660306,low
inland empire,2016.0,ford,f-150,gas,32101.0,clean,automatic,ca,34.107223,-117.455322,high
helena,2014.0,jeep,grand cherokee,other,156782.0,clean,automatic,mt,48.2028,-114.3039,medium
sandusky,2016.0,chevrolet,colorado,gas,59375.0,clean,automatic,oh,41.43194,-82.71563,high
butte,2020.0,ram,diesel cummins 3500,diesel,10269.0,clean,automatic,mt,43.61974,-116.29469,high
new york city,2019.0,nissan,maxima s sedan 4d,gas,18857.0,clean,other,ny,40.73,-73.79,high
new hampshire,2005.0,ford,mustang gt deluxe,gas,58500.0,clean,manual,nh,43.1025,-71.6169,medium
st cloud,2016.0,hyundai,genesis 3.8 sedan 4d,gas,60935.0,clean,automatic,mn,45.55,-94.22,medium
wenatchee,2015.0,jeep,wrangler unlimited,gas,66386.0,clean,other,wa,47.434493,-120.320759,high
atlanta,2014.0,volkswagen,touareg,gas,75108.0,clean,automatic,ga,34.087409,-83.945058,medium
cincinnati,2010.0,ford,fusion,gas,173750.0,clean,automatic,oh,39.2433,-84.549236,low
san diego,2013.0,hyundai,elantra,gas,110.0,clean,automatic,ca,32.895011,-117.128849,low
fargo / moorhead,2008.0,chrysler,pacifica touring,gas,128363.0,clean,automatic,mn,45.83267,-95.389373,low
skagit / island / SJI,2004.0,other,OLDSMOBILE ALERO,gas,112393.0,clean,automatic,wa,48.42198,-122.34586,low
grand island,2017.0,volkswagen,jetta,gas,63635.0,clean,other,ne,41.438366,-97.316899,medium
fairbanks,2014.0,subaru,outback,gas,60000.0,clean,automatic,ak,63.067,-145.5145,medium
SF bay area,2013.0,bmw,328i,gas,92313.0,clean,automatic,ca,38.611373,-121.430328,medium
macon / warner robins,2006.0,chevrolet,,gas,212000.0,clean,automatic,ga,32.8595,-83.802,low
nashville,2018.0,chevrolet,silverado 2500hd,gas,111119.0,clean,automatic,tn,35.501561,-86.45741,high
hartford,2009.0,honda,accord ex-l,gas,191000.0,clean,automatic,ct,41.8341,-72.5576,low
worcester / central MA,2011.0,honda,crz,gas,171000.0,clean,manual,ma,42.1126,-72.0842,low
louisville,2016.0,chevrolet,colorado extended cab,gas,17302.0,clean,other,ky,38.22,-85.74,high
dallas / fort worth,1974.0,dodge,dart,gas,50000.0,clean,automatic,tx,32.972207,-96.859074,low
bloomington-normal,2012.0,toyota,tacoma access cab pickup,gas,37725.0,clean,other,il,40.47,-88.97,high
sacramento,2018.0,lincoln,mkz premiere sedan 4d,gas,14023.0,clean,other,ca,38.58,-121.49,high
north jersey,1983.0,other,oldsmobile delta 88,gas,21000.0,clean,automatic,nj,40.8403,-74.0925,low
fredericksburg,2010.0,ford,f-150,gas,155000.0,clean,automatic,va,38.1574,-79.0651,medium
boston,2010.0,toyota,corolla le 4dr sedan,gas,167538.0,clean,automatic,ma,42.7353,-71.1433,low
columbus,2008.0,jeep,patriot,gas,104000.0,clean,automatic,oh,40.063794,-82.450913,low
santa barbara,2017.0,fiat,500 abarth hatchback 2d,gas,6054.0,clean,other,ca,33.779214,-84.411811,medium
hanford-corcoran,2017.0,audi,a6 3.0t prestige sedan 4d,other,42247.0,clean,other,ca,36.27,-119.63,high
tucson,1972.0,chevrolet,,gas,70000.0,clean,automatic,az,32.3366,-111.1771,medium
philadelphia,2013.0,chevrolet,malibu 2lt,gas,113600.0,clean,automatic,pa,40.0118,-75.1456,low
tampa bay area,2016.0,dodge,grand caravan,gas,83546.0,clean,automatic,fl,27.946392,-82.342089,medium
san diego,2007.0,volkswagen,gti,gas,79000.0,clean,manual,ca,32.5783,-117.1148,low
klamath falls,2019.0,ford,f-150 lariat supercrew 5.,gas,45986.0,clean,automatic,or,42.20326,-121.757157,low
green bay,2007.0,saturn,sky,gas,17800.0,clean,automatic,wi,44.7105,-88.1076,medium
dayton / springfield,2018.0,bmw,3 series 330i xdrive sedan,gas,28946.0,clean,other,oh,39.77,-84.19,high
peoria,2017.0,chevrolet,silverado,gas,56000.0,clean,automatic,il,40.5674,-89.6243,high
fort collins / north CO,2019.0,chevrolet,camaro zl1,gas,2110.0,clean,automatic,co,40.423739,-104.955139,high
spokane / coeur d'alene,2011.0,ford,escape xlt,gas,107528.0,clean,automatic,id,47.656368,-117.311258,low
southwest KS,2006.0,toyota,camry,gas,44000.0,clean,automatic,ks,37.553,-97.2549,low
houston,2018.0,ford,f-150,gas,85030.0,clean,automatic,tx,29.618349,-95.192034,high
spokane / coeur d'alene,2005.0,lexus,rx 330,gas,129060.0,clean,automatic,id,47.737767,-117.412158,medium
central NJ,2016.0,ford,super duty f-750 straight frame,diesel,201035.0,clean,automatic,nj,40.468785,-74.281707,high
dayton / springfield,2018.0,lexus,nx 300h sport utility 4d,hybrid,27205.0,clean,automatic,oh,39.77,-84.19,high
tallahassee,2008.0,toyota,4runner,gas,149000.0,clean,automatic,fl,30.4874,-84.3189,medium
rochester,2006.0,ford,f-150 4dr 4x4,gas,267500.0,clean,automatic,ny,37.13284,-95.78558,low
chico,2015.0,jaguar,f-type,gas,31276.0,clean,automatic,ca,38.605011,-121.401917,high
huntsville / decatur,2012.0,ford,f250 super duty,gas,37473.0,clean,automatic,al,34.9506,-85.2432,high
central NJ,2016.0,chevrolet,silverado 1500 double,gas,29499.0,clean,other,nj,40.22,-74.76,high
manhattan,2017.0,jeep,wrangler sport suv 2d,gas,28680.0,clean,other,ks,39.19,-96.59,high
moses lake,2013.0,dodge,durango crew awd gas suv,gas,133692.0,clean,automatic,wa,47.65613,-117.236949,medium
billings,1999.0,ford,,gas,100000.0,clean,manual,mt,45.804866,-108.438401,low
boston,2008.0,lincoln,mkx limited awd,gas,160000.0,clean,automatic,ma,42.0616,-70.8651,low
detroit metro,2014.0,ford,fiesta se,gas,80555.0,,automatic,mi,42.568136,-83.813674,low
spokane / coeur d'alene,2013.0,subaru,outback,gas,171151.0,clean,automatic,id,47.692931,-117.411632,medium
portland,2013.0,subaru,xv crosstrek,gas,138850.0,clean,automatic,or,45.4373,-122.6147,medium
fresno / madera,2013.0,toyota,prius,gas,140779.0,clean,automatic,ca,36.8157,-119.6944,low
minneapolis / st paul,2013.0,honda,accord ex-l,gas,138852.0,clean,automatic,mn,44.9264,-93.2818,medium
long island,1957.0,other,willys wagon,gas,10000.0,missing,manual,ny,40.798,-73.068,low
tampa bay area,2016.0,ram,1500,gas,92946.0,lien,automatic,fl,28.2258,-82.4547,high
hartford,2018.0,acura,tlx,gas,63006.0,clean,automatic,ct,,,high
indianapolis,2010.0,honda,insight,hybrid,61000.0,clean,automatic,in,39.804893,-86.120223,low
eastern shore,2010.0,honda,cr-v,gas,129583.0,clean,automatic,md,39.185848,-76.653107,medium
greensboro,2012.0,jeep,wrangler,gas,84000.0,clean,manual,nc,36.277274,-80.339826,medium
lancaster,2013.0,chevrolet,cruze,gas,108665.0,clean,automatic,pa,40.040974,-76.379804,low
grand rapids,2003.0,toyota,4runner,gas,209000.0,clean,automatic,mi,42.80617,-86.058483,low
redding,2019.0,ford,mustang ecoboost - rear camera - bluetooth -,gas,95674.0,clean,automatic,ca,38.5892,-121.4057,high
orange county,2003.0,toyota,4runner,gas,148000.0,clean,automatic,ca,33.721,-118.0033,low
denver,2006.0,ram,2500,diesel,76000.0,clean,automatic,co,39.563746,-105.23986,high
augusta,2020.0,audi,a6 45 tfsi premium plus,gas,27160.0,clean,other,ga,33.45,-81.99,high
tyler / east TX,2013.0,ford,f150,gas,91000.0,clean,automatic,tx,32.299546,-95.266286,medium
akron / canton,2016.0,ford,focus,other,87976.0,clean,automatic,oh,41.041256,-81.607193,medium
boise,2000.0,ford,f-250,gas,108525.0,clean,automatic,id,43.583406,-116.559463,medium
binghamton,2009.0,kia,spectra,gas,207000.0,clean,manual,ny,42.2538,-76.0464,low
orange county,2016.0,nissan,sentra,gas,74000.0,clean,automatic,ca,33.6437,-117.6868,low
anchorage / mat-su,2016.0,honda,cr-v,gas,32944.0,clean,automatic,ak,61.16167,-149.86312,high
new york city,2015.0,nissan,rogue awd,gas,91738.0,clean,automatic,ny,40.6705,-73.894,medium
ft myers / SW florida,2002.0,bmw,,gas,156000.0,clean,automatic,fl,26.419726,-81.723381,low
rhode island,2019.0,mini,convertible cooper s 2d,gas,9508.0,clean,other,ri,41.82,-71.41,high
houston,2011.0,jeep,wrangler unlimited sahara,gas,999.0,clean,automatic,tx,29.71452,-95.644763,medium
"washington, DC",2002.0,lexus,ls 430,gas,149302.0,salvage,automatic,dc,39.0958,-76.8155,low
bellingham,2017.0,honda,cr-v,gas,36135.0,clean,manual,wa,47.1991,-122.3151,high
yuba-sutter,2013.0,hyundai,elantra coupe gs pzev,gas,102161.0,clean,automatic,ca,38.610767,-121.422557,low
boise,2015.0,ford,f-150,gas,54098.0,clean,automatic,id,44.024289,-116.991239,high
vermont,2008.0,chevrolet,cc4500,gas,100921.0,clean,automatic,vt,40.468785,-74.281707,high
sarasota-bradenton,2002.0,cadillac,deville,gas,118000.0,clean,automatic,fl,27.265651,-82.527867,low
vermont,2017.0,subaru,forester,gas,59712.0,clean,automatic,vt,44.439495,-73.210154,medium
las vegas,2014.0,mercedes-benz,glk-class glk 350,gas,30031.0,clean,other,nv,36.17,-115.12,high
rochester,2013.0,hyundai,veloster,gas,121046.0,clean,automatic,ny,43.174,-77.5637,low
susanville,2007.0,dodge,charger,gas,138597.0,clean,automatic,ca,38.608933,-121.430188,medium
"washington, DC",2015.0,honda,odyssey 5dr touring elite,,107176.0,clean,automatic,dc,38.884033,-77.097657,medium
milwaukee,2018.0,jeep,grand cherokee laredo sport,gas,26350.0,clean,other,wi,43.06,-87.96,high
phoenix,2019.0,hyundai,,other,38857.0,clean,automatic,az,33.41684,-111.794878,medium
charleston,2004.0,chevrolet,trailblazer ext,gas,118500.0,clean,automatic,sc,32.7993,-80.006,low
tampa bay area,2019.0,toyota,rav4,gas,19196.0,clean,automatic,fl,27.838871,-82.714995,high
eastern panhandle,2016.0,other,Scion iM Hatchback 4D,gas,32573.0,clean,other,wv,39.3,-78.59,medium
green bay,2008.0,chevrolet,equinox,gas,132506.0,clean,automatic,wi,44.4737,-88.06308,low
santa fe / taos,2007.0,pontiac,solstice gxp,gas,103000.0,clean,manual,nm,36.3313,-106.0028,medium
mobile,2014.0,honda,accord,gas,105393.0,clean,automatic,al,30.60818,-87.898264,medium
billings,2007.0,mitsubishi,outlander,gas,170000.0,salvage,automatic,mt,45.810716,-108.471423,low
medford-ashland,2006.0,ford,f350,diesel,96800.0,clean,automatic,or,42.340777,-122.901921,medium
hartford,2008.0,honda,civic,gas,223215.0,clean,automatic,ct,41.915593,-72.61482,low
inland empire,2018.0,rover,velar,gas,23860.0,clean,automatic,ca,33.875577,-117.570384,high
fort wayne,2017.0,chevrolet,spark,gas,32057.0,clean,automatic,in,41.169814,-85.1664,medium
baton rouge,2020.0,chrysler,300,other,13382.0,clean,automatic,la,30.2684,-91.2524,high
rhode island,2008.0,ford,f550,diesel,170889.0,clean,automatic,ri,41.6914,-71.5768,medium
redding,2013.0,chevrolet,silverado 1500 4x4 truck,gas,23927.0,clean,automatic,ca,38.704597,-121.271803,high
corpus christi,2009.0,gmc,canyon,gas,161386.0,clean,automatic,tx,27.675499,-97.278416,medium
boise,2006.0,toyota,tacoma access cab,gas,207627.0,clean,manual,id,43.6322,-116.2052,medium
chicago,2007.0,pontiac,g5,gas,130953.0,clean,automatic,il,41.52423,-88.098659,low
chicago,2015.0,honda,fit ex-l hatchback 4d,gas,28680.0,clean,other,il,41.83,-87.68,medium
redding,2015.0,mitsubishi,lancer,gas,88117.0,clean,automatic,ca,40.4574,-122.3282,medium
baltimore,1995.0,other,firebird trans am,gas,107000.0,clean,automatic,md,39.1914,-76.7812,low
ann arbor,2013.0,ford,edge sport awd! awd,gas,126599.0,,automatic,mi,42.300673,-84.024108,medium
norfolk / hampton roads,2006.0,chevrolet,tahoe,gas,230000.0,clean,automatic,va,36.7978,-76.1759,low
indianapolis,2019.0,chevrolet,colorado crew cab z71,gas,7711.0,clean,other,in,39.77,-86.14,high
palm springs,2017.0,hyundai,santa fe sport,gas,32000.0,clean,automatic,ca,33.8098,-116.4665,high
grand rapids,2015.0,cadillac,xts,gas,115000.0,clean,automatic,mi,42.851055,-83.45119,medium
el paso,2017.0,ford,mustang,gas,283466.0,clean,manual,tx,32.289135,-106.782303,high
little rock,2019.0,volkswagen,jetta 1.4t sel,gas,7898.0,clean,other,ar,34.72,-92.35,medium
ocala,2011.0,honda,accord,gas,127000.0,clean,automatic,fl,29.770834,-82.283186,low
new york city,2010.0,subaru,outback,gas,160000.0,clean,automatic,ny,40.8583,-73.9296,low
boise,2012.0,jeep,compass sport,gas,140561.0,clean,automatic,id,43.58697,-116.213403,low
northwest KS,2020.0,audi,q5 45 tfsi premium plus,gas,19067.0,clean,other,ks,38.96,-95.25,high
myrtle beach,2019.0,kia,sorento ex sport utility 4d,gas,71401.0,clean,other,sc,33.69,-78.89,high
treasure coast,2012.0,ford,f250 super duty 4x4,gas,38177.0,clean,automatic,fl,27.5008,-80.36,high
hawaii,2016.0,toyota,corolla le eco,gas,61127.0,clean,automatic,hi,21.2998,-157.8439,medium
lansing,2018.0,chevrolet,equinox,gas,156144.0,clean,automatic,mi,43.1824,-84.1122,medium
madison,2012.0,toyota,highlander,gas,204387.0,clean,automatic,wi,43.0631,-89.3133,medium
atlanta,2012.0,toyota,tacoma,gas,153421.0,clean,automatic,ga,34.0031,-84.0126,medium
toledo,2020.0,acura,mdx sh-awd sport utility,gas,1237.0,clean,other,oh,41.66,-83.58,high
lafayette,2012.0,jeep,patriot,gas,160730.0,clean,automatic,la,30.4558,-91.0596,low
eugene,2012.0,dodge,grand caravan,gas,88527.0,clean,automatic,or,44.06588,-123.138371,medium
colorado springs,2018.0,chevrolet,silverado 1500,gas,128391.0,clean,automatic,co,39.78485,-105.11517,high
chicago,2011.0,jeep,grand cherokee,gas,119400.0,clean,automatic,il,41.8799,-87.9782,medium
rochester,2010.0,subaru,outback,gas,150000.0,clean,automatic,ny,43.18097,-77.773338,low
buffalo,2014.0,dodge,durango r/t sport utility,gas,69612.0,clean,other,ny,42.88,-78.85,high
st cloud,2009.0,ford,flex,other,142488.0,clean,automatic,mn,45.019058,-92.984787,low
sierra vista,2004.0,chevrolet,corvette,other,51655.0,clean,automatic,az,32.24951,-110.972417,medium
charlottesville,2020.0,acura,rdx sh-awd a-spec pkg,gas,43097.0,clean,other,va,38.03,-78.48,high
kennewick-pasco-richland,2015.0,ford,f350 diesels powerstroke,diesel,51004.0,clean,automatic,wa,46.234838,-119.128015,high
kalispell,2016.0,other,2016,gas,55000.0,clean,automatic,mt,48.1783,-111.9397,high
greenville / upstate,2020.0,ford,f150 xlt super crew,gas,173.0,clean,automatic,sc,34.9514,-82.0927,high
raleigh / durham / CH,2016.0,dodge,charger r/t scat pack,gas,56560.0,clean,automatic,nc,35.5068,-78.3479,high
akron / canton,2010.0,honda,accord crosstou,gas,180632.0,clean,automatic,oh,40.796036,-81.43153,low
east oregon,2016.0,jeep,cherokee trailhawk 4x4 gas,gas,29611.0,clean,automatic,or,46.234838,-119.128015,high
muskegon,2006.0,chevrolet,2500 silverado,diesel,271000.0,clean,automatic,mi,43.159,-86.2638,medium
ventura county,2016.0,chevrolet,malibu limited,gas,144000.0,clean,automatic,ca,34.0662,-117.3993,low
little rock,2015.0,mitsubishi,lancer,gas,61000.0,salvage,automatic,ar,35.2436,-91.7317,low
central NJ,2002.0,toyota,sienna,gas,160000.0,clean,automatic,nj,40.5904,-74.6267,low
north jersey,2008.0,chevrolet,cobalt ls,gas,77262.0,clean,automatic,nj,40.6717,-74.2043,low
grand rapids,2008.0,nissan,titan,gas,228000.0,clean,automatic,mi,42.851055,-83.45119,low
south florida,2005.0,toyota,sienna ce,gas,185888.0,clean,automatic,fl,26.260758,-80.117966,low
myrtle beach,2016.0,jeep,patriot sport,gas,140000.0,clean,automatic,sc,33.6994,-78.9137,low
owensboro,2018.0,bmw,3 series 330i xdrive sedan,other,,clean,other,ky,37.75,-87.11,high
bakersfield,2018.0,toyota,sienna,gas,25000.0,salvage,automatic,ca,35.3866,-119.0171,medium
omaha / council bluffs,2015.0,cadillac,srx,gas,86511.0,clean,automatic,ia,41.1345,-96.2458,medium
maine,2004.0,chevrolet,silverado 1500,gas,272000.0,clean,automatic,me,44.943357,-68.599555,low
flagstaff / sedona,2017.0,infiniti,q70 3.7 sedan 4d,other,34159.0,clean,automatic,az,33.7865,-84.4454,high
jacksonville,2016.0,toyota,corolla,gas,149357.0,clean,automatic,fl,30.33912,-81.4129,medium
south florida,2007.0,other,2007 TRANSCRAFT EAGLE SD TRAILER,other,10.0,clean,other,fl,26.2534,-81.7644,medium
tulsa,2013.0,dodge,grand caravan se,gas,118465.0,clean,automatic,ok,35.990785,-95.886354,low
SF bay area,2011.0,nissan,versa fit rio corolla,gas,150.0,clean,automatic,ca,37.383207,-122.011665,low
battle creek,2011.0,ford,edge,gas,136573.0,clean,automatic,mi,42.303,-85.1304,low
boise,2013.0,chrysler,200,gas,110503.0,clean,automatic,id,43.63703,-116.259578,low
reno / tahoe,1999.0,ram,2500,gas,93000.0,clean,automatic,ca,39.5502,-119.7178,medium
southwest michigan,2007.0,jeep,compass,gas,174763.0,clean,other,mi,42.40274,-86.25973,low
charlotte,2018.0,audi,a5 premium plus coupe 2d,other,31807.0,clean,other,nc,35.19,-80.83,high
ventura county,2017.0,toyota,camry,gas,31500.0,clean,automatic,ca,34.184,-118.91,medium
western slope,2003.0,nissan,xterra 4dr xe 2wd v6 auto,,201570.0,clean,automatic,co,39.081944,-108.588542,low
columbia,2005.0,gmc,c5500 24 foot flatbed 8.1l gas,gas,172404.0,,automatic,sc,29.620824,-82.386324,medium
ann arbor,2017.0,ford,fusion,gas,52500.0,clean,automatic,mi,42.162093,-83.72951,medium
memphis,1998.0,ford,crown victoria,gas,47719.0,clean,automatic,tn,35.172002,-89.943849,low
savannah / hinesville,2011.0,nissan,altima 2.5 s,gas,139000.0,clean,automatic,ga,32.1082,-81.1746,low
detroit metro,2012.0,ford,f350 super duty xlt,gas,117000.0,lien,automatic,mi,42.458943,-83.651218,high
ft myers / SW florida,2007.0,toyota,camry le,gas,183241.0,clean,automatic,fl,27.185202,-81.87152,low
mcallen / edinburg,2012.0,ford,f150,gas,133443.0,clean,automatic,tx,26.2937,-98.3008,medium
albuquerque,2002.0,ford,mustang,gas,168000.0,clean,manual,nm,35.061431,-106.738511,low
saginaw-midland-baycity,2015.0,chevrolet,ss sedan 4d,gas,84498.0,clean,automatic,mi,43.41,-83.94,high
lehigh valley,2008.0,subaru,impreza 2.5i awdsedan,gas,221084.0,,automatic,pa,40.617325,-75.441437,low
daytona beach,2000.0,cadillac,deville,gas,67386.0,clean,automatic,fl,29.501769,-81.168365,low
cape cod / islands,2006.0,acura,tl,gas,96460.0,clean,automatic,ma,41.664692,-70.290306,low
stockton,2013.0,dodge,challenger,gas,123832.0,clean,automatic,ca,38.608933,-121.430188,medium
knoxville,2011.0,hyundai,sonata,gas,156000.0,clean,automatic,tn,35.8929,-83.9387,low
north jersey,2010.0,honda,accord ex-l coupe 2d,hybrid,57754.0,clean,other,nj,40.44,-74.82,medium
toledo,2005.0,dodge,dakota slt quad cab,gas,183200.0,clean,automatic,oh,41.522811,-83.53779,low
bozeman,2018.0,audi,a3,gas,22604.0,clean,automatic,mt,47.7989,-116.7423,high
